model,rag,sample_id,is_impossible,gold_question,gold_answer,gen_question,gen_answer,inf_time_sec,rougeL,bleu,chrf,bertscore_f1,cosine_sim,a_in_ctx_ratio,answer_exact_match,answer_rougeL
ViT5-base,non-RAG,55,False,Cuộc bầu cử đầu tiên của người dân Ossetia diễn ra vào thời gian nào?,tháng 12,question: Chính phủ Gruzia dưới sự lãnh đạo của ai đã tuyên bố cuộc bầu cử này là bất hợp pháp và xóa bỏ vị thế tự trị? answer: Zviad Gamsakhurdia,question: Chính phủ Gruzia dưới sự lãnh đạo của ai đã tuyên bố cuộc bầu cử này là bất hợp pháp và xóa bỏ vị thế tự trị của nó? answer: Zviad Gamsakhurdia,2.3766,0.2687,0.0,21.6429,0.691,0.4345,0.0,0.0,0.0417
ViT5-base,non-RAG,56,False,"Ngoài Israel, quốc gia nào cũng là mục tiêu đấu tranh của chính khách Saddam?",Hoa Kỳ,question: Cuộc xâm chiếm Kuwait được biện hộ bởi những lời kêu gọi của ai? answer: chủ nghĩa quốc gia Ả Rập,question: Cuộc xâm chiếm Kuwait được biện hộ bởi những lời kêu gọi của ai? answer: chủ nghĩa quốc gia Ả Rập,1.7811,0.2759,0.0,19.7247,0.7001,0.6293,0.0,0.0,0.0556
ViT5-base,non-RAG,57,False,Bao nhiêu người bị kết tội xâm phạm quyền bảo mật thông tin cá nhân?,12 người,question: Ai bị kết tội bán các file máy tính? answer: Jean-Paul Vallat,question: Ai bị kết tội bán các file máy tính? answer: Jean-Paul Vallat,1.7125,0.3913,0.0,21.4297,0.7044,0.497,0.0,0.0,0.087
ViT5-base,non-RAG,58,False,Lâu đài Versaillers ngày xưa được dùng để làm gì?,cung điện của các vị vua,question: Bảo tàng Nghệ thuật hiện đại nằm ở đâu? answer: trung tâm Pompidou,question: Bảo tàng Nghệ thuật hiện đại nằm ở đâu? answer: trung tâm Pompidou,1.368,0.1212,0.0,9.7503,0.6825,0.3734,0.0,0.0,0.1429
ViT5-base,non-RAG,59,False,Tolstoy qua đời vào năm nào?,1910,"question: Ai là người dịch bài ""Thư gửi đến một môn đồ Ấn Độ giáo""? answer: Tolstoi","question: Ai là người đã dịch bài ""Thư gửi đến một môn đồ Ấn Độ giáo""? answer: Tolstoi",1.779,0.3226,0.0,20.6157,0.6989,0.5457,0.0,0.0,0.0
ViT5-base,non-RAG,60,False,Khi nào thì Lãnh thổ Yukon được thiết lập?,Năm 1898,question: Vào năm nào thì Alberta và Saskatchewan trở thành các tỉnh? answer: năm 1905,question: Vào năm nào thì Alberta và Saskatchewan trở thành các tỉnh? answer: năm 1905,1.5251,0.3429,0.0,16.8314,0.7144,0.7879,0.0,0.0,0.16
ViT5-base,non-RAG,61,False,Hai quốc gia nào đứng thứ nhất trên thế về độ dài đường biên giới trên bộ?,Canada-Hoa Kỳ,question: Trạm Alert của Quân đội Canada nằm ở đâu? answer: mũi phía bắc của đảo Ellesmere,question: Trạm Alert của Quân đội Canada nằm ở đâu? answer: mũi phía bắc của đảo Ellesmere,1.5347,0.25,0.0,7.9112,0.6488,0.3215,0.0,0.0,0.0741
ViT5-base,non-RAG,62,False,Người lập ra nhà Nguyên chinh phục miền nam Trung Quốc có mối quan hệ gì với Thành Cát Tư Hãn?,Cháu nội,question: Đế quốc Mông Cổ được thành lập vào năm nào? answer: Năm 1206,question: Đế quốc Mông Cổ được thành lập vào năm nào? answer: Năm 1206,1.8502,0.2264,0.0,10.9312,0.6767,0.5105,0.0,0.0,0.08
ViT5-base,non-RAG,63,False,Tình hình thất nghiệp của Hoa Kỳ thay đổi như thế nào vào năm 1941?,thất nghiệp rơi xuống dưới 1 triệu người,question: Tỷ lệ thất nghiệp ở Mĩ vào năm 1941 là bao nhiêu? answer: dưới 1 triệu người,"question: Vào năm 1941, tỷ lệ thất nghiệp rơi vào khoảng bao nhiêu người? answer: dưới 1 triệu người",1.4907,0.4167,0.0,32.8059,0.736,0.8066,0.0,0.0,0.6087
ViT5-base,non-RAG,64,False,Vào năm nào thì tác phẩm văn bản lịch sử đầu tiên đề cập đến Texas được ra đời?,năm 1519,question: Bản đồ Duyên hải Vịnh México do ai tạo ra? answer: nhà thám hiểm người Tây Ban Nha Alonso Álvarez de Pineda,question: Bản đồ Duyên hải Vịnh México do ai tạo ra? answer: nhà thám hiểm người Tây Ban Nha Alonso Álvarez de Pineda,2.077,0.2,0.0,12.0784,0.6388,0.5092,0.0,0.0,0.1143
ViT5-base,non-RAG,65,False,"Ở Hồng Công, nước biển được khuyến khích sử dụng để làm gì?",dội rửa nhà vệ sinh,question: Nước biển được sử dụng để làm gì? answer: dội rửa nhà vệ sinh trên phạm vi cả thành phố,question: Nước biển được sử dụng để làm gì? answer: dội rửa nhà vệ sinh trên phạm vi cả thành phố,1.41,0.4583,0.218,42.2525,0.7343,0.7193,0.0,0.0,0.3889
ViT5-base,non-RAG,66,False,Tom Thomson đã dành bao nhiêu thời gian của đời cho sự nghiệp hội họa của mình?,kéo dài một thập kỷ,question: Ai là họa sĩ nổi tiếng nhất của Canada? answer: Tom Thomson,question: Emily Carr là ai? answer: nổi tiếng nhất của quốc gia  hay Group of Seven (nhóm 7 họa sĩ),1.9922,0.2326,0.0,22.607,0.6954,0.5269,0.0,0.0,0.1111
ViT5-base,non-RAG,67,False,Vì sao Iraq vẫn bị trừng phạt kinh tế dù chiến tranh đã kết thúc?,lý do từ những cuộc thanh sát vũ khí mà Iraq chưa bao giờ hợp tác đầy đủ,question: Ai là người cho rằng các biện pháp trừng phạt Iraq và sự hiện diện quân sự của Mỹ ở Ả Rập Xê Út góp phần làm xấu đi hình ảnh của Mỹ trong thế giới Ả Rập? answer: Mỹ,question: Ai là người cho rằng các biện pháp trừng phạt Iraq và sự hiện diện quân sự của Mỹ ở Ả Rập Xê Út góp phần làm xấu đi hình ảnh của Mỹ trong thế giới Ả Rập? answer: nhiều người,2.3785,0.2051,0.0,22.1072,0.6986,0.5181,0.0,0.0,0.2143
ViT5-base,non-RAG,68,False,Mỗi học sinh tại Texas thì bang phải chi bao nhiêu tiền vào khoảng giữa năm 2006 và 2007?,$7.275,question: Texas có bao nhiêu khu vực trường học? answer: trên 1.000,question: Texas có bao nhiêu khu vực trường học? answer: trên 1.000 khu vực trường học,1.6303,0.2979,0.0,20.2146,0.7067,0.7074,0.0,0.0,0.0
ViT5-base,non-RAG,69,False,Bồn Paris là nơi khởi nguồn của nhiều thuyết địa chất nổi tiếng nào?,cổ sinh vật học và giải phẫu so sánh của Georges Cuvier,question: Bồn Paris trở thành lục địa vào thời gian nào? answer: cuối thế Oligocen,question: Bồn Paris trở thành lục địa vào thời gian nào? answer: cuối thế Oligocen,1.539,0.383,0.0,24.7557,0.715,0.7614,0.0,0.0,0.15
ViT5-base,non-RAG,70,False,Bản chất của thần học là gì?,"tìm hiểu, suy tư về các vấn đề siêu nhiên và thiêng liêng bằng phương diện đức tin","question: Thần học là gì? answer: tìm hiểu, suy tư về các vấn đề siêu nhiên và thiêng liêng bằng phương diện đức tin","question: Thần học được sử dụng để làm gì? answer: lưu truyền, phục dựng, biện minh cho 1 truyền thống tôn giáo hoặc nó có thể được dùng để so sánh, thách thức hay chống lại 1 truyền thống tôn giáo",2.2763,0.25,0.0836,29.2212,0.7099,0.7412,0.0,0.0,0.2198
ViT5-base,non-RAG,71,False,Lực lượng Iraq có trang bị gì hiện đại hơn phe liên minh?,số lượng và chất lượng pháo binh,question: Iraq có lợi thế gì so với Ả Rập Xê Út? answer: Iraq chỉ có một lợi thế tuyệt đối ở số lượng và chất lượng pháo binh,question: Iraq có lợi thế gì so với Ả Rập Xê Út? answer: Iraq chỉ có một lợi thế tuyệt đối ở số lượng và chất lượng pháo binh,2.1652,0.1818,0.0,22.0267,0.7133,0.6726,0.0,0.0,0.4583
ViT5-base,non-RAG,72,False,Bán kính gây sát thương của bom BLU-82 có thể lên đến con số bao nhiêu?,hàng trăm yard,question: Loại bom nào có thể phá hủy mọi vật trong bán kính hàng trăm yard? answer: bom chùm,question: Loại bom nào có thể phá hủy mọi vật trong bán kính hàng trăm yard? answer: bom chùm,1.6413,0.2222,0.0,20.6577,0.6704,0.4842,0.0,0.0,0.2941
ViT5-base,non-RAG,73,False,Tỷ lệ người Anglo vào năm 1940 tại Texas là bao nhiêu?,74%,question: Người da đen rời khỏi Texas trong cuộc Đại di cư để đến đâu? answer: miền Bắc Hoa Kỳ hay California,question: Những người da đen rời khỏi Texas trong cuộc Đại di cư để đến đâu? answer: miền Bắc Hoa Kỳ hay California,1.9066,0.2273,0.0,17.3128,0.6773,0.4512,0.0,0.0,0.0
ViT5-base,non-RAG,74,False,Cả ba Hoàng đế đều tin vào thứ gì nhất?,Thượng đế,question: Ai là người kế vị của Leopold I? answer: Joseph I (1640-1705) và hai người con kế vị ông,question: Hai người con kế vị của Leopold I là ai? answer: Joseph I (1640-1705) và hai người con kế vị ông,1.9481,0.1667,0.0,10.1267,0.6456,0.4359,0.0,0.0,0.0714
ViT5-base,non-RAG,75,False,Những kiến thợ con được nuôi dưỡng bằng cái gì?,cánh của những con đực rụng xuống cộng với phần cơ bắp của chúng,question: Thức ăn duy trì sự sống cho con cái là gì? answer: phần cơ bắp,question: Thức ăn duy trì sự sống cho con cái là gì? answer: phần cơ bắp,1.3988,0.3243,0.0,14.1138,0.6907,0.5342,0.0,0.0,0.4348
ViT5-base,non-RAG,76,False,Ai là người đảm nhiệm chức vụ thủ tướng của chính phủ Tự do?,William Lyon Mackenzie King,question: Cuộc khủng hoảng tòng quân tại Québec diễn ra vào thời gian nào? answer: năm 1944,question: Cuộc khủng hoảng tòng quân tại Québec diễn ra vào thời gian nào? answer: năm 1944,1.4337,0.1633,0.0,10.1763,0.6789,0.329,0.0,0.0,0.0
ViT5-base,non-RAG,77,False,Bên bờ trái sông Sen đã phát triển mạnh về hoạt động gì vào thế kỉ XII?,giáo dục,question: Nhà thờ Đức Bà được xây dựng trên đảo nào? answer: đảo le de la Cité,question: Nhà thờ Đức Bà được xây dựng trên đảo nào? answer: đảo le de la Cité,1.6823,0.1778,0.0,9.7838,0.636,0.3338,0.0,0.0,0.08
ViT5-base,non-RAG,78,False,Lý do mà Nouvelle-Calédonie đạt được những tăng trưởng GDP cao là gì?,"giá niken trên thế giới tăng lên và nhu cầu nội địa gia tăng khiến số việc làm tăng, cũng như dầu tư kinh doanh mạnh","question: Xuất khẩu của Nouvelle-Calédonie đạt bao nhiêu tỷ USD vào năm 2011? answer: 2,11 tỷ USD","question: Xuất khẩu của Nouvelle-Calédonie đạt bao nhiêu tỷ USD vào năm 2011? answer: 2,11 tỷ USD",2.252,0.2273,0.0,36.2738,0.7179,0.5604,0.0,0.0,0.2121
ViT5-base,non-RAG,79,False,Trong cuộc phản ứng bạo lực của Atal thì đã có bao nhiêu người Pháp thiệt mạng?,200 người,question: Vào năm nào thì dân số người Kanak giảm mạnh? answer: năm 1921,question: Vào năm nào thì dân số người Kanak giảm xuống còn 27.100? answer: năm 1921,1.4966,0.25,0.0,13.2679,0.6602,0.2977,0.0,0.0,0.1379
ViT5-base,non-RAG,80,False,"Trong bài ""Diễn văn Ghê tởm"", Roosevelt đã có những phát biểu gì?","""Ngày hôm qua, 7 tháng 12 năm 1941 — một ngày mà đáng ghê tởm (vì hành động bất ngờ và tàn bạo của Nhật) — Hoa Kỳ bị lực lượng hải quân và không lực Đế quốc Nhật Bản cố ý và bất ngờ tấn công.""","question: Bài diễn văn Ghê tởm được Roosevelt đọc vào thời gian nào? answer: Ngày hôm qua, 7 tháng 12 năm 1941","question: Bài diễn văn Ghê tởm được Roosevelt đọc vào thời gian nào? answer: Ngày hôm qua, 7 tháng 12 năm 1941",2.8789,0.4615,0.0,35.701,0.6958,0.7888,0.0,0.0,0.2376
ViT5-base,non-RAG,81,False,Tàu Rainbow Warrior thuộc tổ chức nào?,tổ chức Hoà bình xanh,question: Sự kiện gì đã xảy ra vào giữa năm 1985? answer: vụ nổ xảy ra đánh đắm nó,question: Sự kiện gì đã xảy ra vào giữa năm 1985? answer: vụ nổ xảy ra đánh đắm nó,1.5262,0.1143,0.0,8.7038,0.6305,0.2153,0.0,0.0,0.0645
ViT5-base,non-RAG,82,False,Sự lan rộng của khủng hoảng kinh tế thế giới đã tác động đến hoạt động kinh tế nào của Uganda?,xuất khẩu,"question: Các thay đổi về chính sách nhằm mục đích gì? answer: kiểm soát lạm phát, thúc đẩy xuất khẩu và tăng nguồn thu từ xuất khẩu","question: Các thay đổi về chính sách nhằm mục đích gì? answer: kiểm soát lạm phát, thúc đẩy xuất khẩu và tăng nguồn thu từ xuất khẩu",3.1175,0.25,0.0,11.0128,0.6519,0.391,0.0,0.0,0.1702
ViT5-base,non-RAG,83,False,Vào năm nào thì các đoàn truyền giáo một lần nữa được người Tây Ban Nha thành lập?,năm 1716,"question: Sau khi người da đỏ kháng cự, chính quyền Tây Ban Nha đã làm gì? answer: họ quyết định thành lập một số đoàn truyền giáo ở Đông Texas","question: Khi người da đỏ kháng cự, chính quyền Tây Ban Nha đã làm gì? answer: họ quyết định thành lập một số đoàn truyền giáo ở Đông Texas",1.8811,0.2778,0.0,41.3478,0.74,0.725,0.0,0.0,0.0952
ViT5-base,non-RAG,84,False,"Năm 576, khu vực đã bị bao vây bởi người Đột Quyết có vị trí ở đâu hiện nay?",Krym tại châu Âu,question: Đế hiệu của Hãn quốc Nhu Nhiên là gì? answer: Khả hãn,question: Đế hiệu của Hãn quốc Nhu Nhiên là gì? answer: Khả hãn,1.3905,0.1429,0.0,8.5661,0.6236,0.3442,0.0,0.0,0.0833
ViT5-base,non-RAG,85,False,Những công trình lớn nào nổi tiếng ở La Défense?,"tháp Areva, tháp EDF, tháp Gan",question: Khu vực La Défense tập trung bao nhiêu nhân viên? answer: 150.000 nhân viên,question: Khu vực La Défense tập trung bao nhiêu nhân viên? answer: 150.000 nhân viên,1.5063,0.2439,0.0,23.5036,0.6829,0.5919,0.0,0.0,0.0606
ViT5-base,non-RAG,86,False,Bản hiệp ước nào đã kết thúc cuộc chiến tranh giành biên giới Oregon?,Hiệp định Oregon,question: Hiệp định Oregon được ký kết vào năm nào? answer: năm 1846,question: Hiệp định Oregon được ký kết vào năm nào? answer: năm 1846,1.1809,0.3333,0.0,17.2373,0.7264,0.7554,0.0,0.0,0.3478
ViT5-base,non-RAG,87,False,Bác sĩ tim trực bên cạnh tổng thống đã chẩn đoán ông mắc chứng bệnh gì?,chứng chảy máu não (đột quy),question: Roosevelt qua đời vào thời gian nào? answer: Ngày 29 tháng 3 năm 1945,question: Roosevelt qua đời vào thời gian nào? answer: Ngày 29 tháng 3 năm 1945,1.8427,0.2553,0.0,7.8058,0.6221,0.3464,0.0,0.0,0.1935
ViT5-base,non-RAG,88,False,Khoảng thời gian nào thì văn hóa truyền thống được hình thành ở Texas?,các thế kỷ XVIII và XIX,question: Các trùm tư bản dầu mỏ của bang là ai? answer: Các trùm tư bản dầu mỏ của bang,question: Các trùm tư bản dầu mỏ của bang là ai? answer: Các trùm tư bản dầu mỏ của bang,1.5469,0.1538,0.0,9.2833,0.6399,0.1812,0.0,0.0,0.1081
ViT5-base,non-RAG,89,False,Giá trị của việc xuất khẩu hàng hóa và dịch vụ của Nouvelle-Calédonie vào năm 2011 là bao nhiêu?,"2,11 tỷ USD","question: Xuất khẩu của Nouvelle-Calédonie đạt bao nhiêu tỷ USD vào năm 2011? answer: 2,11 tỷ USD","question: Xuất khẩu của Nouvelle-Calédonie đạt bao nhiêu tỷ USD vào năm 2011? answer: 2,11 tỷ USD",2.1597,0.4828,0.0,48.4007,0.7831,0.8669,0.0,0.0,0.2667
ViT5-base,non-RAG,90,False,Lệnh Hành pháp số 9250 được Roosevelt ban hành với mục đích chính là gì?,nhằm tăng tỉ lệ thuế cận biên lên đến 100% đối với những ai có tiền lương vượt trên 25.000 đô la (sau thuế),question: Thuế trả trước là loại thuế gì? answer: thuế được trừ ra trước khi tiền lương được phát,question: Thuế trả trước là loại thuế gì? answer: thuế được trừ ra trước khi tiền lương được phát,1.8083,0.1702,0.0,13.2183,0.6194,0.1465,0.0,0.0,0.3333
